Date,GHI,PR
8/1/2021,5.665241667,79.36368827
8/2/2021,5.767216667,70.19800096
8/3/2021,4.787883333,65.74414093
8/4/2021,5.460966667,68.07518076
8/5/2021,4.524466667,63.40334046
8/6/2021,4.662016667,84.49535345
8/7/2021,5.138308333,66.36888991
8/8/2021,5.625883333,70.0170831
8/9/2021,5.828241667,83.1749803
8/10/2021,5.149116667,79.33507233
8/11/2021,4.361525,82.35168802
8/12/2021,5.940125,65.77637218
8/13/2021,4.5078,63.71151119
8/14/2021,4.780541667,79.66327505
8/15/2021,3.1595,63.38929463
8/16/2021,6.798441667,74.59443687
8/17/2021,5.053208333,62.29054553
8/18/2021,5.964591667,83.8546115
8/19/2021,6.168666667,68.4681331
8/20/2021,4.348666667,77.56489288
8/21/2021,6.70605,74.74532329
8/22/2021,6.500833333,68.92897606
8/23/2021,5.047366667,71.82869702
8/24/2021,5.3084,72.40950706
8/25/2021,3.497525,82.36793647
8/26/2021,5.08975,82.15373844
8/27/2021,6.084875,72.53968275
8/28/2021,2.886766667,82.38219236
8/29/2021,4.808008333,66.36015355
8/30/2021,4.709216667,61.42860267
8/31/2021,5.390408333,77.40207493
9/1/2021,4.287058333,64.40865781
9/2/2021,4.798375,80.29465385
9/3/2021,4.6332,77.90887344
9/4/2021,4.0792,66.732765
9/5/2021,4.747466667,67.97049226
9/6/2021,4.892291667,64.66748956
9/7/2021,4.6983,81.7510595
9/8/2021,4.8834,80.39380171
9/9/2021,4.021166667,62.48941073
9/10/2021,4.851216667,81.53945804
9/11/2021,4.786425,65.94349664
9/12/2021,3.48995,72.39011471
9/13/2021,3.51,64.07789615
9/14/2021,4.23825,67.72760076
9/15/2021,4.308225,62.62414189
9/16/2021,4.453066667,66.31079237
9/17/2021,4.11275,61.31348544
9/18/2021,5.213008333,60.59317392
9/19/2021,2.938925,63.74431428
9/20/2021,4.525633333,65.55978451
9/21/2021,3.796208333,67.51107754
9/22/2021,5.418633333,79.4041274
9/23/2021,4.212283333,62.83109169
9/24/2021,3.27,70.67112172
9/25/2021,5.464258333,77.97870097
9/26/2021,2.443658333,74.98673846
9/27/2021,5.290108333,63.63294606
9/28/2021,5.242925,61.94390546
9/29/2021,5.312208333,67.48820209
9/30/2021,3.7533,71.77287282
10/1/2021,2.890266667,68.13106633
10/2/2021,2.241108333,78.00808824
10/3/2021,3.25835,73.74996126
10/4/2021,3.980583333,64.95592673
10/5/2021,4.432375,83.04951382
10/6/2021,2.569391667,72.53521474
10/7/2021,3.308558333,69.35398286
10/8/2021,4.530558333,61.74004753
10/9/2021,4.019216667,84.90241073
10/10/2021,4.879491667,65.29312359
10/11/2021,3.888933333,77.21641939
10/12/2021,3.69335,76.95809436
10/13/2021,4.217616667,74.05814538
10/14/2021,4.225558333,76.50041062
10/15/2021,4.874091667,60.82624031
10/16/2021,3.088991667,72.27197093
10/17/2021,2.655141667,74.67355616
10/18/2021,3.646175,70.87573011
10/19/2021,4.813958333,84.50975931
10/20/2021,3.462341667,64.46963886
10/21/2021,4.521408333,67.59034876
10/22/2021,3.811491667,73.61139765
10/23/2021,5.23085,63.96217543
10/24/2021,5.215608333,71.19728865
10/25/2021,4.301241667,84.0496343
10/26/2021,4.34445,79.21805464
10/27/2021,2.7031,72.38592453
10/28/2021,4.804625,70.58115012
10/29/2021,4.6817,76.91450463
10/30/2021,5.343966667,74.93947759
10/31/2021,4.882691667,67.68168661
11/1/2021,5.157433333,76.84541085
11/2/2021,5.658,71.37590669
11/3/2021,5.717733333,82.9816221
11/4/2021,4.610741667,72.15050345
11/5/2021,4.493766667,83.7984817
11/6/2021,4.409416667,61.25482929
11/7/2021,5.132466667,60.76163335
11/8/2021,4.932991667,84.15277112
11/9/2021,3.22415,62.40509439
11/10/2021,3.982908333,79.26744195
11/11/2021,3.147491667,74.53836635
11/12/2021,5.170041667,81.669693
11/13/2021,4.65255,80.91794711
11/14/2021,2.8508,71.6221836
11/15/2021,3.419125,82.68891785
11/16/2021,3.139875,68.22133013
11/17/2021,4.831783333,83.29130553
11/18/2021,4.327291667,67.36271671
11/19/2021,4.265508333,60.76667012
11/20/2021,3.625275,84.41442212
11/21/2021,5.127283333,67.65936027
11/22/2021,2.969658333,84.30780523
11/23/2021,4.362266667,76.79133747
11/24/2021,4.224641667,73.69426077
11/25/2021,4.057691667,74.50556752
11/26/2021,4.631066667,73.4344085
11/27/2021,1.684283333,61.88470526
11/28/2021,3.185458333,73.94051024
11/29/2021,2.700216667,71.91667791
11/30/2021,2.478966667,67.59835298
12/1/2021,4.040033333,72.55173801
12/2/2021,4.209466667,78.42530629
12/3/2021,5.584608333,78.15937955
12/4/2021,4.317975,66.4821582
12/5/2021,4.869316667,78.96544853
12/6/2021,4.898133333,64.23261362
12/7/2021,4.362108333,77.07997793
12/8/2021,4.85815,78.67499311
12/9/2021,3.397541667,77.50831579
12/10/2021,5.471958333,75.79341306
12/11/2021,4.818091667,60.94602987
12/12/2021,4.694283333,71.51924314
12/13/2021,4.765308333,79.55462349
12/14/2021,4.7271,81.67983986
12/15/2021,4.8865,82.9011479
12/16/2021,3.369958333,70.13312666
12/17/2021,3.554241667,63.77418775
12/18/2021,4.851925,73.60969872
12/19/2021,3.424116667,66.53974734
12/20/2021,4.136958333,84.68507232
12/21/2021,4.197316667,65.38315826
12/22/2021,2.564775,73.42331297
12/23/2021,3.409658333,70.32226846
12/24/2021,3.881258333,65.7276318
12/25/2021,4.682108333,78.50861245
12/26/2021,4.1058,77.47733571
12/27/2021,3.863683333,63.24199635
12/28/2021,4.023341667,61.64299846
12/29/2021,3.707125,83.72640889
12/30/2021,4.752783333,65.80764531
12/31/2021,5.5853,69.18800967
1/1/2022,5.084191667,81.8538076
1/2/2022,4.54415,65.65051067
1/3/2022,4.367208333,66.47427774
1/4/2022,4.724058333,76.42504312
1/5/2022,3.9985,84.29715868
1/6/2022,3.5042,81.47489213
1/7/2022,4.089358333,77.63831073
1/8/2022,4.83185,69.05185207
1/9/2022,4.600666667,78.23460502
1/10/2022,4.306733333,66.30059209
1/11/2022,4.370066667,72.89682864
1/12/2022,4.761333333,73.90059889
1/13/2022,4.948008333,72.13886011
1/14/2022,4.740716667,79.20010713
1/15/2022,4.593716667,62.20011401
1/16/2022,4.543225,80.28306189
1/17/2022,3.3945,68.12121868
1/18/2022,4.994683333,70.80019178
1/19/2022,4.877458333,83.02552142
1/20/2022,5.157525,64.04077298
1/21/2022,4.276675,60.63213688
1/22/2022,4.458325,84.54523677
1/23/2022,4.231091667,75.22079782
1/24/2022,3.60555,67.11032304
1/25/2022,3.376491667,78.31024597
1/26/2022,4.305258333,60.29664984
1/27/2022,5.072183333,78.85656951
1/28/2022,4.640791667,68.94567612
1/29/2022,4.220491667,74.73075858
1/30/2022,3.830216667,67.11002873
1/31/2022,5.159383333,75.77677861
2/1/2022,5.045475,83.96580278
2/2/2022,5.312308333,71.12279493
2/3/2022,4.893833333,73.10165055
2/4/2022,5.666016667,76.74767657
2/5/2022,5.260066667,74.90105231
2/6/2022,4.804358333,80.45926838
2/7/2022,4.666641667,84.43258109
2/8/2022,4.104,72.70172073
2/9/2022,5.32515,60.08424986
2/10/2022,5.388183333,83.91931644
2/11/2022,4.062983333,79.65668846
2/12/2022,5.237983333,78.08217373
2/13/2022,3.7119,82.09957151
2/14/2022,4.431283333,80.13385608
2/15/2022,4.990216667,61.82999024
2/16/2022,4.149233333,70.0142312
2/17/2022,4.318383333,83.28806881
2/18/2022,5.188325,72.93344219
2/19/2022,4.450266667,82.80901823
2/20/2022,4.419858333,68.36250313
2/21/2022,4.836308333,71.36819868
2/22/2022,4.611808333,61.7251071
2/23/2022,4.886116667,74.42923155
2/24/2022,5.199866667,73.82318859
2/25/2022,5.2465,72.01322331
2/26/2022,6.427275,63.55540791
2/27/2022,6.287241667,60.4253492
2/28/2022,5.909541667,79.10204234
3/1/2022,5.74105,64.19322198
3/2/2022,3.948875,78.89950203
3/3/2022,6.092025,66.98188831
3/4/2022,5.41575,69.41035626
3/5/2022,5.110141667,67.99813517
3/6/2022,6.016166667,80.94850319
3/7/2022,5.128958333,61.79529248
3/8/2022,6.368116667,62.23306752
3/9/2022,5.415233333,68.59186344
3/10/2022,4.164808333,70.3314167
3/11/2022,5.839325,73.28192158
3/12/2022,4.187916667,71.02692361
3/13/2022,5.754641667,81.83482392
3/14/2022,5.3176,84.6320141
3/15/2022,4.818283333,69.92692102
3/16/2022,4.7711,78.8960938
3/17/2022,4.87725,64.72382442
3/18/2022,4.700166667,67.24210793
3/19/2022,5.915041667,63.24397744
3/20/2022,4.226183333,81.63273763
3/21/2022,3.431675,71.05735294
3/22/2022,3.580491667,81.63150936
3/23/2022,4.997616667,71.90614872
3/24/2022,5.12505,79.91179805
